Word	POS	NEG
files	1	0
snooze	121	0
top	25	1
fix	0	4
make	153	28
five	11	1
almost	20	0
lot	34	0
alarm	830	304
mom	6	0
for	807	0
heavy	15	3
the	3144	0
display	151	0
send	8	15
color	40	1
turn	111	9
cover	19	12
add	14	0
can	296	0
night	134	4
this	845	373
useless	3	11
button	166	47
peice	1	0
the	3144	0
play	0	6
set	282	0
water	8	4
usually	15	0
because	76	58
the	3144	872
the	3144	0
point	10	0
and	1484	0
and	1484	0
feature	117	0
like	247	73
own	29	0
time	500	177
the	3144	0
clock	1098	61
that	642	0
lrb	291	0
thing	69	14
year	146	0
the	3144	426
great	204	13
lrb	291	0
guy	8	0
because	76	50
great	204	7
get	222	0
rrb	335	0
rotate	4	4
other	130	0
only	186	63
small	93	21
month	39	9
and	1484	4
alarm	830	42
have	946	272
unhappy	1	2
everyone	9	0
the	3144	0
month	39	32
like	247	0
and	1484	274
that	642	0
kitchen	5	0
straight	9	0
place	17	5
set	282	40
set	282	0
that	642	0
top	25	0
inconsistency	0	1
time	500	51
give	58	0
room	90	0
quickly	15	1
maybe	19	0
with	392	4
work	206	89
rrb	335	0
money	0	13
that	642	0
have	946	0
bedroom	20	0
but	349	176
just	183	6
try	39	13
get	222	85
they	178	0
night	134	0
for	807	0
and	1484	301
find	122	0
and	1484	183
until	20	0
return	0	47
something	41	12
year	146	17
large	67	0
clock	1098	0
month	39	47
recommend	69	3
may	16	7
slide	13	0
packed	1	0
later	12	5
find	122	5
another	66	18
household	3	1
desk	14	0
why	15	6
more	117	0
the	3144	0
reinstall	0	1
now	78	34
discover	3	1
but	349	194
and	1484	0
watch	16	4
not	680	83
work	206	69
back	98	43
the	3144	404
mean	14	0
sleeper	47	0
that	642	143
power	75	9
not	680	154
date	19	1
fold	24	0
first	56	13
useful	16	0
quite	26	5
alarm	830	30
read	121	0
own	29	5
find	122	33
back	98	35
second	28	13
highly	33	0
read	121	0
useful	16	0
work	206	124
you	682	239
instruction	30	2
out	146	0
cock	1	0
one	315	0
press	39	0
reason	17	0
with	392	0
down	45	2
speaker	0	6
you	682	0
and	1484	428
distance	13	0
anything	17	6
another	66	0
time	500	0
permanently	3	0
battery	180	0
leave	23	7
sleep	116	14
rrb	335	99
far	50	0
across	27	0
its	81	27
for	807	0
con	15	0
might	24	7
and	1484	0
past	16	0
project	4	0
the	3144	620
and	1484	0
bright	85	16
this	845	0
see	144	61
clock	1098	0
solar	14	0
totally	6	4
not	680	402
some	74	0
the	3144	0
clock	1098	12
pretty	32	13
they	178	43
quite	26	0
not	680	167
one	315	0
set	282	0
have	946	315
small	93	6
time	500	109
use	278	53
easy	241	0
small	93	0
sleeper	47	0
and	1484	0
you	682	0
but	349	216
have	946	0
read	121	0
quite	26	0
they	178	52
chinese	1	1
and	1484	375
knock	10	0
there	117	41
sunlight	3	0
rrb	335	0
wars	21	0
autism	1	0
they	178	24
dark	71	20
the	3144	79
for	807	219
scroll	1	4
best	49	0
and	1484	0
this	845	218
alarm	830	44
not	680	12
loud	108	10
time	500	0
above	4	5
only	186	0
the	3144	1514
instruction	30	3
bip	3	0
thank	4	0
times	1	1
but	349	233
with	392	0
lighweight	1	0
can	296	62
cheap	0	27
daylight	15	0
testing	0	1
easy	241	0
numeral	9	0
alarm	830	0
battery	180	49
too	119	0
very	273	0
set	282	0
notch	0	4
quiet	15	4
clock	1098	0
practical	3	1
good	161	0
get	222	0
terrorfied	1	0
with	392	0
wake	237	0
want	111	7
little	122	0
acurite	0	1
the	3144	719
last	36	4
the	3144	0
out	146	55
blue	21	0
seem	41	0
addition	6	5
not	680	260
that	642	75
light	263	66
unique	6	0
automatically	26	0
overall	23	11
because	76	51
cricket	4	0
many	46	0
volt	5	0
the	3144	40
after	82	51
button	166	6
that	642	0
the	3144	17
for	807	0
atomic	39	0
large	67	0
everyone	9	1
the	3144	1027
diolation	1	0
that	642	8
part	20	0
and	1484	0
the	3144	968
entire	11	4
you	682	0
night	134	0
snooze	121	0
pleased	14	0
the	3144	0
the	3144	273
can	296	3
photo	3	6
and	1484	0
turn	111	0
while	39	0
purchase	85	0
five	11	0
will	121	0
wee	2	0
row	2	1
with	392	0
money	20	26
exact	9	1
worth	16	1
northern	2	0
out	146	21
not	680	226
piece	13	12
its	81	0
erratically	1	0
there	117	0
want	111	35
noise	32	31
really	106	0
attest	1	0
calendar	3	0
light	263	0
quite	26	0
alarm	830	0
through	42	0
humble	1	1
baggage	2	0
and	1484	0
between	17	0
the	3144	1523
cost	17	0
make	153	71
for	807	123
friend	19	3
the	3144	0
from	136	0
dim	24	8
over	63	21
battery	180	0
for	807	263
large	67	0
the	3144	0
when	235	0
you	682	0
the	3144	0
the	3144	0
alarm	830	0
poor	0	15
clock	1098	413
the	3144	1163
great	204	0
sleeper	47	0
set	282	13
nick	1	0
reduce	1	0
neither	0	2
but	349	38
either	13	9
wake	237	0
light	263	0
mildly	2	0
front	10	0
would	206	82
these	55	0
than	108	0
away	21	8
rrb	335	50
fog	2	1
the	3144	0
and	1484	254
annoying	27	0
that	642	297
and	1484	272
screw	0	3
for	807	174
sit	19	10
backup	26	0
should	37	8
all	157	0
the	3144	0
battery	180	57
out	146	45
zealand	1	0
lrb	291	0
love	166	0
also	127	12
narrow	2	1
manual	11	12
year	146	35
when	235	0
clock	1098	100
say	76	0
simple	63	0
grab	1	0
really	106	23
seem	41	16
battery	180	41
the	3144	0
not	680	319
challenge	1	0
actually	28	25
brightness	29	0
correct	28	0
activate	16	1
the	3144	0
face	41	0
new	39	26
series	2	0
four	10	0
unplug	6	3
over	63	3
fumble	8	0
when	235	0
fan	23	3
star	64	12
wake	237	0
one	315	69
mention	10	0
btw	2	2
often	17	0
time	500	198
europe	4	0
the	3144	0
let	17	1
they	178	0
eye	20	0
pretty	32	0
with	392	0
any	61	22
some	74	0
this	845	7
glow	20	0
have	946	0
cycle	3	3
backup	26	0
maybe	19	1
also	127	0
representative	0	1
number	84	0
very	273	21
location	8	0
light	263	0
closet	0	4
time	500	35
potential	5	0
product	86	66
quality	30	35
for	807	0
that	642	0
enjoy	15	0
time	500	0
and	1484	0
one	315	27
rrb	335	0
very	273	0
not	680	317
see	144	47
move	16	3
unless	10	7
small	93	8
well	106	31
when	235	0
too	119	0
itself	36	3
time	500	0
this	845	186
hear	43	0
clip	0	6
about	121	37
when	235	14
when	235	13
working	0	1
the	3144	0
have	946	44
two	77	0
perfect	69	0
and	1484	0
will	121	2
have	946	0
small	93	0
wake	237	3
setting	73	23
price	67	0
out	146	26
sonic	14	0
how	51	0
buy	167	0
hand	39	0
one	315	0
not	680	444
fading	1	1
get	222	0
should	37	15
the	3144	223
any	61	0
dislike	2	0
and	1484	447
she	147	0
corded	0	1
test	5	7
because	76	0
different	53	22
clock	1098	246
loud	108	0
green	20	0
ever	24	0
mfg	0	1
setting	73	0
the	3144	0
the	3144	0
over	63	15
star	64	0
these	55	0
off	188	0
stimulate	1	0
sober	1	0
hear	43	7
after	82	23
review	48	31
the	3144	1065
own	29	0
the	3144	0
the	3144	0
lrb	291	0
easy	241	14
that	642	15
vanity	1	0
have	946	0
situation	0	2
use	278	33
the	3144	477
you	682	0
fuzzy	2	0
while	39	19
machine	27	0
used	0	2
but	349	0
get	222	81
good	161	0
bargain	4	0
son	28	0
easy	241	0
but	349	97
year	146	0
and	1484	523
off	188	0
come	58	0
correctly	6	4
have	946	62
bell	13	0
this	845	254
great	204	0
remarkable	1	0
use	278	0
little	122	10
not	680	449
year	146	0
hour	54	26
write	10	3
alarm	830	0
over	63	23
arm	10	0
sleep	116	0
bigger	14	0
late	11	8
make	153	9
set	282	47
savings	13	0
have	946	0
the	3144	0
the	3144	0
suppose	9	1
and	1484	0
the	3144	507
not	680	363
have	946	0
clock	1098	346
light	263	41
alarm	830	71
when	235	0
with	392	111
large	67	0
star	64	0
clock	1098	0
good	161	0
and	1484	466
the	3144	397
also	127	0
old	71	0
its	81	0
button	166	0
prefer	16	0
see	144	39
the	3144	0
inch	14	0
for	807	0
the	3144	1221
happy	37	0
rendering	0	1
block	2	0
the	3144	1291
the	3144	0
dora	0	1
can	296	99
bounce	1	1
the	3144	0
rain	12	0
last	36	6
she	147	0
the	3144	0
bigger	14	0
the	3144	0
change	69	0
the	3144	0
have	946	0
alarm	830	0
with	392	0
fact	24	2
timex	18	11
realize	8	10
follow	8	0
for	807	0
from	136	14
daylight	15	0
and	1484	0
oregon	4	0
minute	90	1
find	122	0
synch	1	0
alarm	830	237
america	3	0
use	278	0
disturbing	2	0
the	3144	0
with	392	59
birthday	12	0
lrb	291	39
time	500	73
tooth	1	1
come	58	2
that	642	163
slide	13	0
tall	9	0
available	11	0
the	3144	1363
and	1484	0
basically	6	0
plastic	24	10
the	3144	1655
sound	249	150
the	3144	0
nice	71	9
pocket	6	0
scratchy	0	2
you	682	295
that	642	0
just	183	0
give	58	0
alarm	830	0
warranty	2	5
make	153	2
without	52	4
bright	85	0
simple	63	0
have	946	0
like	247	6
worse	0	7
wonderful	15	0
not	680	334
you	682	12
day	85	40
when	235	5
like	247	0
purple	2	0
set	282	0
around	22	0
time	500	0
pacific	2	2
out	146	44
lrb	291	89
alarm	830	87
moonbeam	8	0
have	946	0
not	680	126
will	121	58
and	1484	395
nicad	1	0
time	500	0
these	55	3
the	3144	355
most	41	3
for	807	0
sharper	9	2
year	146	0
time	500	0
when	235	0
the	3144	0
down	45	0
button	166	0
adjust	32	5
you	682	96
give	58	0
and	1484	0
then	57	40
the	3144	1604
fear	1	1
frame	0	5
when	235	7
the	3144	907
large	67	10
and	1484	0
buck	4	3
the	3144	0
work	206	0
cute	19	1
find	122	39
clock	1098	0
this	845	165
its	81	9
timex	18	8
the	3144	1341
loud	108	23
pink	18	0
come	58	26
mess	4	1
hear	43	0
not	680	360
day	85	37
buzzer	10	3
catch	5	0
size	47	0
set	282	0
nib	1	0
the	3144	180
flaw	0	9
wake	237	53
sit	19	0
and	1484	0
something	41	0
clock	1098	440
you	682	0
find	122	0
fun	13	0
the	3144	0
feature	117	0
use	278	20
good	161	0
what	124	0
clock	1098	533
have	946	0
thrill	6	0
fry	1	0
overall	23	12
turn	111	14
much	73	12
three	25	8
use	278	21
perfectly	19	0
stop	0	36
rather	12	1
the	3144	468
the	3144	1153
for	807	0
just	183	0
just	183	18
big	48	20
when	235	3
not	680	0
like	247	0
sound	249	147
time	500	101
travel	131	0
clock	1098	443
the	3144	0
turn	111	0
say	76	0
not	680	0
have	946	0
because	76	6
apology	1	0
for	807	0
about	121	0
read	121	0
not	680	398
forget	15	0
three	25	0
the	3144	253
large	67	0
nighttime	1	0
should	37	0
the	3144	0
this	845	247
room	90	0
exactly	29	0
turn	111	0
what	124	0
only	186	7
that	642	0
want	111	0
battery	180	0
fold	24	0
when	235	0
amazon	31	17
they	178	39
compact	29	0
there	117	54
side	30	15
and	1484	370
much	73	0
outage	16	0
without	52	15
like	247	0
you	682	0
purchase	85	13
have	946	22
alarm	830	0
excellent	12	1
while	39	8
read	121	0
yet	29	0
donate	0	1
only	186	60
one	315	85
base	14	0
gift	20	2
recieve	0	3
somewhat	6	0
have	946	211
clock	1098	0
perform	5	0
the	3144	1226
compare	9	3
burn	0	5
then	57	9
more	117	22
wars	21	0
the	3144	0
under	24	0
the	3144	0
hope	15	5
and	1484	0
easy	241	0
that	642	99
wonderful	15	0
work	206	0
alarm	830	0
obligate	0	1
when	235	89
obvious	2	4
lrb	291	0
happy	37	0
review	48	44
improvement	4	0
think	68	1
else	13	4
set	282	0
against	4	0
use	278	78
and	1484	0
that	642	0
you	682	274
too	119	39
scrap	2	0
time	500	38
there	117	0
headphone	0	6
stop	0	36
big	48	21
bed	59	0
lower	7	0
you	682	0
seem	41	14
out	146	57
button	166	4
slider	5	0
use	278	55
give	58	17
hard	36	7
and	1484	453
set	282	0
piece	13	8
the	3144	0
expensive	16	0
and	1484	0
completely	6	3
display	151	22
like	247	0
setting	73	28
time	500	0
big	48	0
and	1484	0
other	130	0
this	845	244
clock	1098	0
not	680	161
all	157	0
with	392	0
mean	14	7
bottom	0	5
the	3144	0
clock	1098	0
the	3144	478
insert	1	0
radio	99	15
lrb	291	34
provide	9	5
only	186	0
with	392	54
much	73	0
have	946	0
product	86	8
combination	5	0
even	88	0
and	1484	0
tab	3	0
toward	1	1
battery	180	0
out	146	0
listen	17	1
like	247	0
sky	1	0
some	74	0
even	88	49
stressed	1	0
bad	15	0
small	93	20
and	1484	0
technology	3	0
little	122	30
didd	1	0
purchase	85	41
the	3144	1638
weight	3	8
half	15	4
order	46	12
front	10	0
really	106	0
the	3144	0
clock	1098	182
with	392	12
time	500	128
necessarily	0	2
good	161	36
and	1484	0
and	1484	187
and	1484	146
time	500	54
louder	20	8
brightness	29	0
fast	0	1
for	807	142
hope	15	1
warm	2	1
that	642	111
witch	1	0
feature	117	0
this	845	0
close	18	0
battery	180	0
look	133	75
people	32	0
not	680	238
pleasant	12	0
shaker	11	0
and	1484	0
effectively	0	3
for	807	85
stage	2	0
else	13	0
have	946	39
more	117	0
vacation	1	1
both	20	3
awake	18	0
and	1484	155
find	122	16
visual	3	1
night	134	0
snooze	121	0
room	90	0
and	1484	448
have	946	0
down	45	12
not	680	198
event	4	0
they	178	0
old	71	0
interval	0	1
you	682	213
sleep	116	0
alarm	830	0
year	146	32
use	278	49
mobility	1	0
and	1484	142
drawback	6	1
handy	14	1
ben	1	0
borrow	1	0
sound	249	3
very	273	27
the	3144	446
painless	1	0
light	263	0
son	28	0
sunday	0	3
the	3144	0
then	57	52
staff	1	0
easier	20	0
this	845	42
bother	12	3
any	61	20
the	3144	0
love	166	0
you	682	240
sensitive	5	5
sun	5	3
set	282	0
and	1484	331
someone	14	3
this	845	182
like	247	0
sunrise	16	2
alarm	830	139
with	392	0
she	147	0
all	157	42
back	98	8
some	74	0
stick	9	1
defective	0	12
move	16	0
louder	20	0
for	807	32
bit	39	2
fantastic	13	0
because	76	32
also	127	0
under	24	0
great	204	0
button	166	0
within	9	12
fact	24	16
alarm	830	0
for	807	319
sound	249	7
but	349	125
screen	16	9
perfectly	19	0
for	807	0
instead	23	0
can	296	68
can	296	63
but	349	0
user	13	0
and	1484	0
not	680	427
have	946	70
love	166	0
finally	23	0
tuner	0	8
rrb	335	55
travel	131	0
warranty	0	4
and	1484	0
kit	5	0
not	680	71
the	3144	0
year	146	0
before	35	3
clock	1098	0
will	121	0
the	3144	1656
and	1484	0
display	151	46
hit	26	4
look	133	0
have	946	0
radio	99	51
purchase	85	42
nap	29	1
play	0	6
clock	1098	482
alarm	830	80
ago	24	0
work	206	51
and	1484	231
the	3144	277
please	13	0
the	3144	0
sleep	116	0
and	1484	0
and	1484	0
child	12	0
sleep	116	0
loud	108	22
not	680	420
light	263	0
job	29	0
control	45	3
you	682	0
like	247	0
clock	1098	0
great	204	0
sound	249	0
position	10	4
but	349	152
backlight	22	22
manual	11	11
just	183	0
package	7	0
travel	131	22
would	206	43
soothing	13	4
light	263	20
this	845	0
radio	99	0
year	146	0
the	3144	0
hear	43	0
the	3144	0
can	296	0
unlike	8	2
that	642	0
wake	237	0
die	14	1
happy	37	0
one	315	0
wake	237	21
the	3144	0
snooze	121	0
through	42	0
give	58	5
only	186	17
clock	1098	525
item	27	28
best	49	0
because	76	21
read	121	33
setup	11	0
wars	21	0
like	247	0
clock	1098	0
when	235	0
and	1484	0
the	3144	0
waste	0	16
anything	17	3
leg	9	0
and	1484	405
self	8	0
road	1	3
clock	1098	124
grand	2	0
bedside	22	0
study	1	0
and	1484	181
correct	28	0
type	12	1
sheer	1	0
much	73	0
small	93	0
for	807	0
lrb	291	62
the	3144	1030
not	680	107
which	145	0
back	98	28
bother	12	5
with	392	0
remember	8	0
set	282	34
inevitably	1	0
come	58	24
size	47	0
have	946	224
work	206	54
there	117	0
want	111	42
vibrator	7	0
alarm	830	0
but	349	43
clock	1098	0
the	3144	31
great	204	0
and	1484	445
with	392	86
shipping	11	8
problem	72	27
conventional	2	0
receive	0	4
upgrade	1	2
have	946	69
dawn	5	7
plug	37	6
inch	14	0
very	273	0
very	273	0
alarm	830	0
now	78	9
gift	20	1
the	3144	918
off	188	0
life	9	3
alarm	830	0
time	500	0
that	642	0
buy	167	58
mess	4	3
visible	10	0
clock	1098	0
around	22	0
bother	12	9
can	296	0
every	38	12
bang	2	1
pack	7	0
just	183	0
great	204	0
day	85	0
keep	71	23
flaw	0	9
any	61	0
also	127	0
too	119	48
still	69	16
have	946	235
operate	19	0
without	52	2
switch	47	0
have	946	0
this	845	0
night	134	0
need	124	29
fact	24	10
standard	11	0
guess	0	5
the	3144	0
collectible	1	0
any	61	0
ahard	1	0
have	946	204
well	106	0
put	45	1
tenor	1	0
come	58	25
low	22	0
minor	6	0
but	349	14
pro	15	0
sound	249	27
day	85	0
too	119	4
hurt	1	2
piece	0	6
without	52	0
very	273	0
low	22	7
the	3144	0
lot	34	6
time	500	0
have	946	0
difficult	15	7
decide	10	5
nice	71	0
she	147	0
the	3144	157
and	1484	0
and	1484	0
two	77	0
dark	71	0
while	39	0
button	166	62
lose	12	9
down	45	0
also	127	0
case	10	6
with	392	52
see	144	36
have	946	0
europe	4	0
size	47	0
the	3144	427
many	46	0
shoddily	0	2
plug	37	0
automatically	26	4
but	349	0
you	682	0
lamp	9	6
year	146	0
manually	10	0
happen	0	5
try	39	43
that	642	55
the	3144	0
easy	241	0
that	642	128
bill	5	1
review	48	11
control	45	1
led	16	0
alarm	830	0
shaker	11	0
this	845	294
still	69	11
clock	1098	47
will	121	0
than	108	0
true	7	0
seconds	27	7
that	642	0
money	20	20
what	124	0
use	278	0
too	119	6
but	349	60
turn	111	0
clock	1098	198
sleep	116	26
think	68	26
wake	237	0
allow	16	1
job	29	0
well	106	0
set	282	0
clock	1098	0
this	845	0
for	807	0
directly	3	4
fade	3	0
you	682	270
the	3144	1297
distinct	5	0
tune	9	1
unit	18	18
light	263	58
say	76	0
once	31	0
from	136	45
the	3144	0
happily	2	0
spebd	0	1
would	206	0
alarm	830	316
for	807	102
could	72	10
have	946	0
photo	0	4
fall	17	15
image	12	7
fireside	1	0
support	2	0
exaggerate	0	1
need	124	21
for	807	0
bit	39	0
ususaly	1	0
alarm	830	266
real	19	6
junk	0	24
then	57	13
well	106	11
rrb	335	0
have	946	0
hard	36	0
not	680	175
problem	72	0
sleep	116	0
that	642	0
nothing	16	8
across	27	0
buy	167	18
button	166	0
the	3144	0
and	1484	0
the	3144	0
you	682	0
criterion	0	1
great	204	0
wor	1	0
asleep	15	13
from	136	0
still	69	0
the	3144	0
this	845	285
actually	28	11
really	106	6
work	206	52
the	3144	1079
light	263	0
for	807	214
faint	2	2
turn	111	0
awake	18	2
for	807	0
its	81	0
set	282	0
test	0	3
death	2	0
not	680	344
must	17	0
this	845	0
disapear	1	0
mile	0	1
circuit	3	1
higher	8	3
complicate	3	0
flash	32	0
the	3144	0
stormtrooper	5	0
this	845	149
morning	66	0
select	4	0
love	166	0
ignore	4	0
and	1484	0
this	845	0
and	1484	0
really	106	15
mean	14	9
have	946	0
for	807	0
aggravation	0	1
rrb	335	93
model	24	12
and	1484	495
now	78	0
with	392	0
the	3144	0
the	3144	0
buy	167	0
enjoy	15	0
the	3144	1484
after	82	6
clock	1098	476
absolutley	3	0
wreck	0	1
the	3144	122
old	71	0
complaint	22	2
advertised	0	1
else	13	0
trip	19	0
basic	7	0
past	16	5
they	178	0
realy	0	1
find	122	0
and	1484	0
time	500	79
year	146	0
however	50	0
perfectly	19	1
not	680	333
soft	18	0
something	41	9
compact	29	0
again	44	12
protect	4	0
traditional	8	0
feel	20	13
highly	33	0
reliability	3	2
care	5	3
mate	5	0
buy	167	67
well	106	0
totally	6	2
change	69	5
face	41	8
return	0	47
you	682	82
which	145	0
alarm	830	0
system	7	0
toilet	2	0
much	73	24
actually	28	17
alarm	830	0
for	807	0
for	807	0
noise	0	7
the	3144	1370
have	946	0
operate	19	1
what	124	2
and	1484	0
dot	4	0
spacious	1	0
visual	3	0
naturally	3	1
satellite	3	0
decide	10	10
benefit	3	0
the	3144	0
size	47	0
than	108	0
alarm	830	0
clock	1098	0
purchase	85	0
clock	1098	90
button	166	0
relax	4	2
little	122	24
fact	24	0
feature	117	0
automatically	26	7
wake	237	49
except	7	3
the	3144	0
from	136	0
time	500	155
hard	36	16
when	235	0
and	1484	0
sound	249	0
for	807	0
clock	1098	0
color	40	0
bestest	1	0
say	76	0
different	53	0
helpful	7	5
bed	59	0
have	946	307
alarm	830	0
you	682	162
button	166	0
local	6	0
without	52	10
half	15	1
not	680	250
return	0	47
great	204	0
one	315	0
from	136	48
look	133	0
kit	5	0
bit	39	0
guest	7	0
the	3144	0
only	186	3
the	3144	0
button	166	0
over	63	24
home	29	0
for	807	208
time	500	63
week	29	0
fantastic	13	0
quiet	15	3
and	1484	0
good	161	0
that	642	14
standby	1	0
can	296	0
have	946	186
look	133	13
great	204	0
have	946	0
waste	4	19
alarm	830	0
grainy	0	1
that	642	0
price	67	0
programming	6	0
undertand	1	0
wake	237	0
and	1484	0
would	206	109
the	3144	880
not	680	0
then	57	41
that	642	11
very	273	0
buy	167	0
this	845	0
day	85	0
one	315	0
store	17	4
the	3144	0
that	642	0
corner	3	0
this	845	0
give	58	0
like	247	0
clock	1098	531
the	3144	0
get	222	66
get	222	0
alarm	830	0
something	41	0
not	680	0
only	186	0
represent	2	0
over	63	26
change	69	0
clock	1098	500
send	0	11
until	20	11
say	76	0
through	42	0
necessary	6	0
the	3144	1694
walk	8	0
everything	23	0
much	73	0
and	1484	0
useless	0	8
alarm	830	0
clock	1098	157
feature	117	0
much	73	0
lcd	20	3
and	1484	0
idea	11	12
weekend	13	0
get	222	0
the	3144	1206
variable	4	0
price	67	9
matter	8	4
learn	9	0
toss	1	1
want	111	21
feel	20	2
battery	180	34
the	3144	370
duracell	1	0
lrb	291	0
function	36	12
shadow	0	1
battery	180	37
program	13	0
change	69	0
one	315	12
month	39	11
the	3144	0
puck	1	0
alarm	830	83
nap	29	0
christmas	15	0
you	682	0
the	3144	1610
sound	249	159
should	37	0
breast	1	0
minute	90	0
the	3144	0
weak	0	4
force	6	2
vibrate	17	1
usually	15	4
own	29	0
eye	20	0
alarm	830	0
simplicity	5	0
tell	28	0
future	0	1
because	76	36
than	108	12
this	845	0
different	53	0
check	21	0
glow	20	0
configuration	2	0
setting	73	37
the	3144	815
they	178	0
have	946	226
employee	1	0
alarm	830	0
rrb	335	52
wake	237	0
spring	4	0
lrb	291	119
very	273	0
ever	24	8
alarm	830	0
morning	66	0
this	845	0
the	3144	0
have	946	4
expectation	2	2
jet	1	0
that	642	0
who	86	19
item	27	16
hopeful	0	1
lightness	1	0
night	134	39
clearly	7	1
want	111	12
hour	54	3
from	136	0
simple	63	0
sight	4	0
finish	3	0
and	1484	94
definate	1	0
turn	111	0
another	66	0
led	16	0
sound	249	108
different	53	0
definitely	23	5
have	946	0
with	392	0
off	188	13
the	3144	0
home	29	0
this	845	303
water	8	0
light	263	0
very	273	0
strange	1	1
led	16	2
and	1484	0
the	3144	0
there	117	52
but	349	218
coby	0	8
insist	1	0
inconvenience	0	2
place	17	0
think	68	24
set	282	0
clock	1098	0
sensible	1	0
meaning	0	1
change	69	18
floor	5	1
process	0	2
not	680	489
for	807	52
purchase	85	0
beep	27	0
intuiative	1	0
even	88	8
internal	0	2
previous	12	2
lrb	291	0
button	166	37
analog	11	9
sound	249	112
need	124	0
and	1484	0
okay	5	3
like	247	74
then	57	43
get	222	67
able	31	0
number	84	0
police	1	0
best	49	0
possible	5	0
this	845	0
the	3144	724
off	188	67
rrb	335	14
too	119	0
the	3144	412
the	3144	966
huge	16	0
faithful	1	0
off	188	0
long	32	2
across	27	0
can	296	25
that	642	271
alarm	830	147
after	82	8
soleil	5	2
not	680	0
twist	0	2
you	682	69
alarm	830	170
electric	3	0
travel	131	32
extremely	18	1
the	3144	672
hear	43	0
notice	9	13
never	36	2
time	500	0
find	122	21
travel	131	0
third	0	1
the	3144	309
kid	11	0
the	3144	0
there	117	0
real	19	1
have	946	146
you	682	0
minute	90	0
shock	2	1
hole	0	2
with	392	0
defy	0	1
smartphone	2	0
the	3144	0
small	93	0
not	680	460
basically	6	0
incredible	1	0
works	10	0
approx	1	0
the	3144	825
have	946	0
activate	16	0
love	166	0
send	0	11
autistic	1	0
look	133	4
the	3144	0
because	76	43
provide	9	2
time	500	0
backlight	22	11
night	134	0
gradual	2	2
very	273	5
lrb	291	0
and	1484	0
the	3144	1144
loop	0	8
this	845	30
great	204	5
lrb	291	0
forget	15	0
the	3144	0
waste	0	16
battery	180	74
great	204	3
too	119	0
have	946	0
since	53	0
many	46	8
can	296	0
time	500	0
time	500	171
retro	13	4
time	500	0
hand	39	2
there	117	0
color	40	0
the	3144	932
large	67	0
for	807	0
disability	1	0
sun	5	5
other	130	0
this	845	225
light	263	0
preset	8	0
work	206	83
would	206	19
now	78	36
the	3144	854
need	124	0
piece	13	15
pay	8	16
not	680	347
enough	98	0
alarm	830	0
you	682	118
that	642	215
night	134	0
default	2	0
customer	0	8
the	3144	156
only	186	0
for	807	213
clock	1098	0
useful	16	0
and	1484	0
black	10	0
when	235	92
nightstand	13	0
shade	2	0
however	50	0
think	68	55
recur	0	3
lady	1	1
thoughtful	2	0
use	278	0
before	35	1
easier	20	0
see	144	26
like	247	10
lesson	0	1
pitched	1	1
you	682	0
relative	2	1
can	296	71
say	76	6
see	144	0
clock	1098	0
like	247	0
just	183	19
work	206	156
and	1484	0
rrb	335	129
find	122	19
one	315	0
look	133	0
redesign	0	1
which	145	5
the	3144	121
the	3144	0
time	500	0
turn	111	0
knock	10	0
fabulous	0	3
time	500	94
for	807	0
say	76	7
readout	3	2
rrb	335	0
happen	0	5
dawn	0	2
room	90	0
time	500	0
easy	241	0
very	273	70
live	20	1
item	0	4
love	166	0
stop	7	37
plug	37	0
alarm	830	208
and	1484	0
bar	8	0
and	1484	0
bonus	10	0
the	3144	295
and	1484	0
large	67	0
the	3144	0
get	222	68
sonic	14	0
this	845	385
with	392	0
light	263	0
mention	10	6
that	642	0
who	86	0
set	282	0
work	206	7
volt	5	0
inch	14	0
alarm	830	0
then	57	32
bright	85	0
could	72	0
light	263	98
there	117	13
problem	72	0
anyone	25	0
there	117	0
alarm	830	0
have	946	284
quick	6	0
before	35	0
alarm	830	0
silent	8	3
even	88	61
retail	1	0
automatically	26	0
wear	9	0
constantly	6	0
and	1484	235
number	84	0
just	183	0
dissapoint	0	1
rrb	335	0
have	946	0
light	263	0
expensive	16	0
you	682	0
ocean	11	0
they	178	63
easy	241	0
alarm	830	0
not	680	0
job	29	0
until	20	0
gift	20	10
you	682	0
fan	23	2
this	845	0
returns	0	1
sound	249	0
you	682	282
friend	19	1
rrb	335	98
but	349	174
truly	4	0
date	19	3
pocket	6	0
you	682	49
live	20	3
sight	4	0
the	3144	0
want	111	0
for	807	111
get	222	9
occasionally	4	0
after	82	3
very	273	0
but	349	117
issue	15	0
change	69	11
red	30	0
not	680	208
sounder	1	0
light	263	132
just	183	10
packing	4	0
from	136	0
clock	1098	0
large	67	0
battery	180	0
know	49	8
that	642	0
problem	72	5
the	3144	0
reviewer	22	6
quality	30	24
very	273	0
past	16	0
run	27	0
work	206	0
warranty	0	4
use	278	11
shape	6	0
will	121	0
too	119	16
time	500	0
and	1484	0
eardrum	0	2
get	222	62
you	682	0
get	222	29
consequently	0	2
the	3144	25
love	166	0
insomniac	1	0
the	3144	662
clap	7	0
think	68	50
feature	117	31
the	3144	0
damage	3	4
the	3144	1572
put	45	12
hoop	1	0
trooper	8	0
the	3144	0
easy	241	0
easy	241	0
lrb	291	0
big	48	0
recommend	69	1
for	807	225
the	3144	0
different	53	0
use	278	6
fast	8	5
for	807	247
not	680	0
